0;0;0
-0.0373535;0.233887;1.31128
-0.0524902;0.229736;1.29053
-0.0322266;0.237793;1.32593
-0.0219727;0.207275;1.29932
-0.0292969;0.235352;1.29785
-0.0427246;0.243896;1.32617
-0.0310059;0.24292;1.32104
-0.0100098;0.256592;1.32593
-0.00292969;0.236816;1.30664
0.00878906;0.218506;1.31152
0.0065918;0.192871;1.30664
-0.0131836;0.19458;1.31006
-0.0236816;0.234863;1.32983
-0.0405273;0.250488;1.32812
-0.0205078;0.247314;1.31543
-0.03125;0.256348;1.33374
-0.010498;0.220215;1.32422
-0.000488281;0.227295;1.3147
-0.0146484;0.210938;1.32104
-0.0170898;0.208252;1.32275
-0.0405273;0.221191;1.32129
-0.065918;0.263672;1.32983
-0.027832;0.241455;1.32104
-0.00341797;0.235596;1.30835
0.00170898;0.222656;1.30737
-0.017334;0.216553;1.30737
-0.0227051;0.208984;1.30811
-0.0334473;0.226074;1.34302
-0.0354004;0.219482;1.33643
-0.0292969;0.226318;1.33618
-0.0349121;0.213623;1.33154
-0.0224609;0.212891;1.34033
-0.026123;0.176758;1.32812
-0.0334473;0.182617;1.32666
-0.0366211;0.179443;1.31494
-0.0356445;0.201904;1.32153
-0.026123;0.186768;1.32666
-0.0397949;0.200684;1.33545
-0.0466309;0.233887;1.36108
-0.0561523;0.262695;1.35742
-0.0566406;0.233398;1.31689
0.00610352;0.247559;1.30957
0.0275879;0.286133;1.28174
0.00878906;0.249023;1.32568
-0.0141602;0.275391;1.3479
-0.0275879;0.243164;1.33374
-0.0112305;0.224609;1.31152
0.0412598;0.230957;1.30884
0.0397949;0.232422;1.29907
0.0559082;0.233887;1.29761
0.043457;0.226074;1.30469
0.00195312;0.202148;1.34326
-0.0300293;0.147461;1.31421
-0.0227051;0.217529;1.30347
0.0236816;0.230469;1.28662
0.0339355;0.273438;1.30688
0.0476074;0.268311;1.31665
0.052002;0.273682;1.31934
0.0480957;0.272217;1.32031
-0.0512695;0.231934;1.31641
-0.0805664;0.195557;1.35645
-0.0710449;0.183105;1.32056
-0.0532227;0.185791;1.33643
-0.0524902;0.186523;1.26855
-0.0273438;0.202637;1.29199
0.0546875;0.320557;1.31836
-0.0327148;0.255615;1.32764
-0.0534668;0.209961;1.35449
-0.060791;0.250244;1.35547
-0.0476074;0.181396;1.33643
-0.0537109;0.219727;1.38574
-0.074707;0.195312;1.30225
-0.0895996;0.171143;1.33691
-0.102539;0.1875;1.33887
-0.144775;0.240723;1.33911
-0.165771;0.222412;1.33301
-0.125977;0.215576;1.31958
-0.150146;0.200684;1.30566
-0.172119;0.154785;1.3313
-0.191162;0.128174;1.37012
-0.118408;0.171143;1.39697
-0.0983887;0.152832;1.32788
-0.157471;0.190186;1.29614
-0.175293;0.185303;1.34009
-0.128662;0.1875;1.31348
-0.111328;0.206299;1.30933
-0.125488;0.158203;1.30591
-0.158203;0.109375;1.33276
-0.179199;0.156006;1.31201
-0.205078;0.199707;1.35229
-0.176514;0.234863;1.35254
-0.116455;0.325928;1.34375
-0.158203;0.318604;1.37622
-0.175293;0.271973;1.32178
-0.187988;0.218506;1.29077
-0.254639;0.168457;1.31201
-0.245117;0.18042;1.29248
-0.301514;0.200439;1.3291
-0.338135;0.197266;1.32715
-0.257568;0.258301;1.25879
-0.202637;0.29248;1.23218
-0.248291;0.320557;1.2583
-0.293701;0.286133;1.27539
-0.330811;0.209473;1.22217
-0.38501;0.147217;1.24414
-0.426025;0.157227;1.23999
-0.416992;0.174805;1.24097
-0.385986;0.224609;1.22778
-0.425049;0.273682;1.24243
-0.450928;0.248291;1.24023
-0.44043;0.246338;1.22266
-0.425293;0.267822;1.19238
-0.417969;0.253662;1.18457
-0.451172;0.260742;1.17456
-0.457764;0.249756;1.19067
-0.449219;0.223877;1.17896
-0.499023;0.272217;1.1792
-0.566895;0.342285;1.16309
-0.624512;0.30127;1.16235
-0.560059;0.26709;1.13232
-0.53418;0.237793;1.13477
-0.504883;0.203125;1.12964
-0.51709;0.177979;1.11206
-0.553711;0.201904;1.12036
-0.601562;0.230225;1.08472
-0.696045;0.231201;1.05957
-0.762939;0.193115;1.09448
-0.693604;0.134766;1.06494
-0.632568;0.0559082;1.02759
-0.631836;0.0983887;1.05347
-0.654541;0.170654;1.02539
-0.689697;0.206299;1.00391
-0.746582;0.181885;0.98584
-0.786865;0.166504;1.01123
-0.775146;0.162354;1.0083
-0.744873;0.171875;1.00732
-0.714111;0.180664;0.990723
-0.726562;0.20459;1.00195
-0.727539;0.180176;0.989502
-0.774414;0.189941;0.994629
-0.814941;0.178467;0.970703
-0.815674;0.129639;0.96875
-0.763672;0.0905762;0.96582
-0.697021;0.10498;0.955566
-0.743408;0.0991211;0.958008
-0.731934;0.151123;0.923828
-0.688232;0.178711;0.950928
-0.754639;0.206055;0.96167
-0.824463;0.182861;0.953125
-0.835693;0.124512;0.96875
-0.815186;0.0827637;0.952148
-0.824219;0.0837402;0.935303
-0.837158;0.0583496;0.929932
-0.850586;0.090332;0.935791
-0.854004;0.136719;0.929688
-0.819336;0.133057;0.914551
-0.817383;0.133301;0.900391
-0.797363;0.130371;0.927002
-0.822998;0.145264;0.905762
-0.771973;0.141602;0.845215
-0.827148;0.137207;0.900635
-0.829346;0.0756836;0.866699
-0.863525;0.0393066;0.842041
-0.891113;0.0612793;0.849365
-0.893799;0.0810547;0.865234
-0.916016;0.135742;0.854004
-0.91333;0.148193;0.844238
-0.916748;0.157715;0.842285
-0.887939;0.114746;0.838379
-0.812988;0.0620117;0.837891
-0.824219;0.0549316;0.867676
-0.821289;0.0893555;0.879395
-0.862305;0.104004;0.86377
-0.889648;0.125488;0.856689
-0.886475;0.0944824;0.854248
-0.898682;0.0529785;0.840088
-0.903076;0.0825195;0.84668
-0.889893;0.102051;0.859131
-0.878174;0.123047;0.849121
-0.858643;0.12793;0.830566
-0.861572;0.145508;0.842285
-0.87207;0.155762;0.836426
-0.880615;0.136963;0.823242
-0.901123;0.148193;0.844482
-0.885986;0.132324;0.841309
-0.877441;0.106934;0.831787
-0.857666;0.0878906;0.832031
-0.866455;0.108398;0.850586
-0.864746;0.144287;0.849609
-0.854492;0.16626;0.834229
-0.878418;0.185303;0.830078
-0.917236;0.198975;0.832031
-0.940186;0.185791;0.838623
-0.930176;0.190186;0.806885
-0.887939;0.1875;0.810303
-0.905029;0.152832;0.819824
-0.88501;0.128174;0.814941
-0.838135;0.110107;0.839111
-0.838379;0.126709;0.844971
-0.845947;0.162842;0.858398
-0.897949;0.183594;0.85791
-0.945557;0.187744;0.831543
-0.95874;0.181396;0.831299
-0.915039;0.147705;0.817383
-0.88623;0.124268;0.792236
-0.865479;0.059082;0.811768
-0.848633;0.0634766;0.834961
-0.847168;0.0939941;0.845459
-0.851807;0.13501;0.871094
-0.873779;0.135742;0.866699
-0.874268;0.111328;0.857666
-0.851318;0.0874023;0.873291
-0.804443;0.0666504;0.867432
-0.783936;0.0639648;0.880127
-0.793457;0.0627441;0.867432
-0.855957;0.0900879;0.871094
-0.893066;0.125244;0.873779
-0.890625;0.105225;0.881592
-0.884521;0.102539;0.885254
-0.868408;0.101807;0.885254
-0.85791;0.0778809;0.883057
-0.845459;0.0524902;0.871338
-0.835449;0.0837402;0.891113
-0.842773;0.108643;0.913574
-0.838623;0.104736;0.884033
-0.862061;0.104004;0.899658
-0.863525;0.113281;0.898438
-0.86377;0.119141;0.900635
-0.86084;0.0986328;0.903076
-0.866211;0.0769043;0.89917
-0.839844;0.0905762;0.912354
-0.80249;0.119385;0.919434
-0.799072;0.120605;0.931885
-0.811523;0.128906;0.940674
-0.831055;0.0949707;0.919678
-0.82959;0.0939941;0.926025
-0.824219;0.0805664;0.917969
-0.811768;0.0639648;0.90625
-0.812256;0.0661621;0.924805
-0.799805;0.0615234;0.934814
-0.834473;0.0930176;0.946777
-0.842773;0.130371;0.936768
-0.858643;0.11377;0.919678
-0.835449;0.116943;0.914307
-0.788574;0.0700684;0.946289
-0.769775;0.074707;0.960449
-0.80957;0.0727539;0.951172
-0.799316;0.0688477;0.952881
-0.801514;0.0612793;0.996094
-0.796143;0.0820312;0.974365
-0.803955;0.0986328;0.981689
-0.8125;0.103027;0.964111
-0.819336;0.0820312;0.971191
-0.769043;0.105957;0.993408
-0.736816;0.114746;0.984863
-0.770752;0.146484;0.983643
-0.768311;0.180908;0.991943
-0.734863;0.156006;0.97998
-0.79126;0.0610352;1.03296
-0.797607;0.0283203;1.05933
-0.770996;0.036377;1.0459
-0.777588;0.0859375;1.0105
-0.768555;0.103271;1.00391
-0.721436;0.0834961;1.00415
-0.717041;0.072998;1.02075
-0.727539;0.0695801;1.06006
-0.7229;0.0905762;1.08057
-0.708496;0.111572;1.08765
-0.678223;0.110596;1.06885
-0.691406;0.127441;1.06128
-0.688721;0.146729;1.06567
-0.675049;0.148193;1.03052
-0.686035;0.153076;1.03809
-0.661621;0.14502;1.07178
-0.668457;0.136719;1.10083
-0.686768;0.150879;1.12573
-0.681152;0.120605;1.12476
-0.669678;0.098877;1.10522
-0.629639;0.120605;1.09351
-0.641846;0.157715;1.06958
-0.641602;0.197266;1.09424
-0.617188;0.165771;1.10498
-0.625;0.147217;1.11865
-0.609619;0.137939;1.14282
-0.621582;0.147705;1.14111
-0.604736;0.159668;1.14453
-0.620605;0.150635;1.13672
-0.56958;0.131348;1.21655
-0.570312;0.151123;1.24902
-0.581055;0.199219;1.1084
-0.640137;0.229004;1.10303
-0.600586;0.20166;1.09595
-0.618652;0.206055;1.09985
-0.599609;0.198975;1.15405
-0.591309;0.19043;1.18091
-0.568604;0.17334;1.1582
-0.568604;0.210938;1.1543
-0.550049;0.208252;1.17163
-0.54541;0.209229;1.19141
-0.555176;0.224609;1.17993
-0.544678;0.200439;1.19775
-0.507324;0.196045;1.17114
-0.496826;0.192627;1.16162
-0.506348;0.198242;1.18042
-0.515625;0.195557;1.2124
-0.499756;0.1875;1.20654
-0.496338;0.217285;1.19165
-0.485107;0.20874;1.2019
-0.484375;0.197266;1.19189
-0.469482;0.208008;1.16992
-0.470947;0.219482;1.13818
-0.45874;0.224854;1.15259
-0.470947;0.228516;1.20996
-0.486816;0.23584;1.22974
-0.474121;0.213867;1.22925
-0.462402;0.194824;1.24097
-0.481445;0.199463;1.25024
-0.46875;0.233887;1.21655
